8b2e412d AbilitiesData
6752c795 IncompatibleTraits
a93a142c IncrementalBodyText
3a33a345 IncrementalCloseButtonRegion
fc88fe7f IncrementalDownButton
50d4c288 IncrementalDownButtonText
11d7818d IncrementalLimitText
f729e184 IncrementalPurchase
6b92b58a IncrementalPurchaseItemIcon
9fb5c4e6 IncrementalQtyText
46808b11 IncrementalScene
dd06b9aa IncrementalTenDownButton
671a4001 IncrementalTenDownButtonText
30dbe837 IncrementalTenUpButton
db528550 IncrementalTenUpButtonText
f393a124 IncrementalTitleText
467faba6 IncrementalUpButton
40ab7c35 IncrementalUpButtonText
999669b3 IndentScale
090aa9ab Index
e403ebcc IndicatorRadius
53dd7e1a IndicatorTextureName
40c6c39e IndicatorType
25a63e0d IndividualBannerOverrides
bb895685 IndividualItemVisibility
b243dc4a IndividualScoreDefinitions
cd8310f1 Inertia
0fb40705 Info
a0bbdb34 InfoBarStyleSourceMap
7427aeb1 InfoButton
c2ea6c30 InfoIcon
47e60f32 InfoNubButton
6df7291a InfoNubData
1da67a89 InfoNubTooltipRegion
08ea6785 InfoPanel
b164837e InfoText
738917db IngameStatusIcon
f80397ee InheritScissoring
98c52469 Inherits
b37136f5 IniKeyValue
a766d8e5 InitialAlpha
0c5d0220 InitialDelaySecs
09dbf7c7 InitialDensityMapAsset
92c20d5f InitialSpawnTime
4a30f7f9 InitialSpawnTimeSecs
501a91fe InitialSpeed
c76b0ce6 InitialSubmeshAvatarToHide
382825a9 InitialSubmeshMouseOversToHide
f4ba5c9e InitialSubmeshShadowsToHide
80b7f78f InitialSubmeshToHide
a79f9562 InitialTargetHeightOffset
6744e6e3 InitialVisibilityMask
69c27bbb Initializer
ff578b94 InkFillRate
1bf2d68f InkFillTime
6f4cf34d InnateTraitSets
e4c18db4 InnerAreaTargetDistance
ba744195 InnerRadius
416225e9 InnerRing
6abaa1e5 InnerTextureName
f9d86f7b Input
3dbb41a9 InputChains
ba09dde4 InputErrorText
d36508cd InputHandler
228ee863 InputParameters
315b9a19 InputScene
3f58d1c6 InputStrideTimeInSecs
019ccdde InputString
006fd80c InputText
679067e0 InputTextFieldLink
0b99db0e InputTextLengthMax
57b6c998 Inputs
cb908f87 InspectButton
83c10d42 InstanceData
4fd47f50 InstanceParams
8563e50a Intensity
3c8368c0 IntensityScale
292c27df InterItemTimingOffset
371f5bde InterItemTimingOffsetEpic
af2aa0bc InterItemTimingOffsetLegendary
99c1876f InterItemTimingOffsetRare
667cf805 InteractionEmoteIds
6eacca83 InternalName
c585b541 InterruptibleDamage
50c33eec InterruptibleDisable
36a37f21 InterruptibleImmobilize
cedd8578 Interval
3e073677 Intime
2e3d90b1 Intro
a1797c7e IntroAnimations
91d875a2 IntroBezier
0ca84d6f IntroEmote
fb8b55dc IntroMaterial
d3ca51c8 IntroTime
18babeb3 IntroVfx
ac5665a7 InventoryData
c68db52e InventoryIcon
67a3ba27 InventoryIconDefinition
023e40a9 InventoryIconLarge
e3f7ce73 InventoryIconMaterial
e963940d InventoryIconSmall
4ff2eb71 InventoryIconToOverlay
1bab837a InventoryPanelDefinition
316c9fa1 Invert
a1f85097 InvertGroupDisplayOrderButtonDefinition
e7edcaee Invisibility
ebc169a4 InviteButton
47914bcd InviteButtonDefinition
523f1f5e InviteToLobbyIcon
3311b0c6 InvulnColorblindPalette
8ce9ceb1 InvulnDefaultPalette
5295465d InvulnerabilityHud
72e2ca22 Invulnerable
6cdda7d8 InvulnerableBorder
cb42693f IsActive
db2f9e87 IsActiveByDefault
497fb4f7 IsAlly
0ba234e2 IsAnEvent
c3130dac IsAnimated
b4ee03e8 IsAugment
f01bc20a IsBeam
eda83934 IsBonus
9de75502 IsChaseReward
abaecc4b IsClickable
518c8edb IsClockwiseArc
2eff2b86 IsCloneable
943de481 IsColorBindedWithDistance
c04b0255 IsConstant
70f58633 IsConstrainedToRange
c78ddf4e IsCurrentFramebufferDepthRead
2a5f41c5 IsDeathRecapSource
122c020e IsDefault
f78dd509 IsDefaultPosition
72e81a01 IsDefaultRecommendation
793a9f27 IsDetailedStat
ddfca826 IsDirectionOriented
6a3e8175 IsDisabled
20281a7d IsDuration
a786282d IsEmitterSpace
df2b45ce IsEnabled
eec83f7b IsEnemy
320475df IsEyeCandy
847f0e3f IsFocusable
baa6e0c9 IsFollowingTerrain
27d40903 IsGroundLayer
dc02fdae IsItemToggled
183df33e IsItemTooltipUnitProperty
56fb90f9 IsKeystone
6c8b79ce IsLegacy
a02f91f8 IsLerp
2ae335b2 IsLocalOrientation
3040923e IsLocalSpace
0e047278 IsLocatorArenaSpecific
e6a808ba IsLuaEnabled
879e2bc9 IsOptional
aa32e168 IsPersistentPacket
f39dc24f IsPlatformEnabled
96326c0e IsPremium
e09d5ebb IsRandomStartFrame
10552a3d IsRandomStartFrameMult
ec23b45f IsRecipe
5362d6ff IsRelativeColorCharacter
dbb75b10 IsReset
1d09aa26 IsRetired
8d2e2474 IsRotationEnabled
90aed842 IsSameTeam
dfe787c4 IsSelected
6d532e67 IsSelf
42bd7f6b IsSingleParticle
34622f3c IsSpectatorOnly
cbdfddf7 IsTeamBased
c66ee598 IsTexturePixelated
3559e15b IsUniformScale
60e9fb6d Italic
ae56503a Italics
9f3833e6 Item
7b7999e2 Item0
7c799b75 Item1
797996bc Item2
7a79984f Item3
77799396 Item4
78799529 Item5
75799070 Item6
802a142c ItemAction
aabd3ce8 ItemActionButton
f8e56690 ItemBriefTextDefinition
e75b0636 ItemBuffTarget
2d3c8da6 ItemButton
97e0a6ab ItemButtonHighlights
183b3a4e ItemCodexUpperRightAnchor
ddaa44f2 ItemCombineTooltipData
99a8bb56 ItemDamageIconTextureName
244c26e6 ItemData
a5cfd667 ItemDesc
3da42bb9 ItemDescriptionDefinition
6f2c83f4 ItemDetailsScene
4f6303c3 ItemDetailsSceneViewPane
5cdf1384 ItemDragRegion
14541cac ItemFootprintSelectedVfx
a768acad ItemFootprintUnselectedVfx
6a06a297 ItemFrame
3b2ddd39 ItemGroup
8619daeb ItemHighlights
dd0d2e93 ItemIcon
33e73b8c ItemIconBordered
6492148e ItemIconDefinition
fa7d5111 ItemIconOne
817805a3 ItemIconShadow
f48cf36f ItemIconTemplateScene
d2605dd4 ItemIconText
21a262fb ItemIconTwo
dbc0caa0 ItemIcons
13bddc7b ItemId
de9f26d4 ItemInstanceId
93cb80de ItemLink
565b9057 ItemLinks
a09626f2 ItemList
df966958 ItemListPanelData
4d5e9d13 ItemLists
66229a1c ItemLockIcon
be39c245 ItemName
634caf36 ItemNameUnitProperty
2d18091e ItemRoleNameTra
a48389eb ItemRows
0f087db8 ItemSceneTemplate
c78a7297 ItemSets
aa352f81 ItemSetsComboBoxDefinition
e010b82a ItemSetsHeaderRegion
4823f71d ItemSetsHeaderText
05cac88f ItemSetsIconDefinition
81b48934 ItemSetsItemRegion
5c804387 ItemShopEnabled
37c86b82 ItemShopRework
aed1deed ItemShopSearchSceneViewPane
58378f41 ItemShopSearchViewItemRegionDefinition
d6bdedee ItemShopSearchViewRecLabelDefinition
f7ffd989 ItemShopSearchViewScene
ba7e1db0 ItemShopSellOverlayDragAreaDefinition
353da31a ItemShopSellOverlayScene
9702f071 ItemShopSellOverlaySellIconDefaultDefinition
f99b1baa ItemShopSellOverlaySellIconHoverDefinition
2b029783 ItemShopSellOverlaySellItemTextDefinition
6730d478 ItemSlotBorder
f2024d92 ItemSlotData
0a97c9fd ItemSlotHandles
cee60e1c ItemSlotUiData
1f6a28a3 ItemSlots
0c5c5ca0 ItemSpace
bdcceafd ItemStats
6565f176 ItemTag
12aaf1d8 ItemTagOptions
a47a6adf ItemTags
7e226078 ItemTemplate
4e49265d ItemTooltipData
d72e2822 ItemTooltipUpperRightAnchor
abfa0716 ItemTransitionIn
4948dd56 ItemType
f8d0f0eb ItemTypeId
f2443554 ItemUndo
c58015b5 ItemUnitProperties
8142856e ItemVfx
2103d934 ItemVoGroup
3a79338f Items
2717837a ItemsEither
afbfd186 ItemsLeft
04ab21bc ItemsOnlyIcon
7f6a0e49 ItemsOnlyRegion
e2e6e1df ItemsOnlyScene
fc99a7b2 ItemsPerRow
6ccd463b ItemsRight
39648078 IvernPromo
b0b6713c JetChaos
8c437bf8 JetKinetics
aeae0877 Joint
d9c60e55 JointForAnimAdjustedSelection
86b1a034 JointName
fff69e4c Joints
8f3c54a6 JungleAction
5af82298 JungleItems
e3f6b777 JungleLocationInformation
6d44cc13 JunglePath
a74aa59b JunglePathButton
462a7005 JunglePathRecommendations
659ff111 JunglePlayerBuffs
b46a506d JunglePlayerWeight
bef080b3 JungleRecommendationMapInformation
344c1e0e JustObtainedIcon
5c1376f1 Kda
f1e6dc7c KdaIcon
a639a645 KdaObjectivesDisplay
832fe195 KdaSlot
a2beecc2 KdaText
6815c86c Key
fb8dc969 KeyFrame
3cc014cd KeyFrameFloatmap
a2e4c271 KeySequence
40c351da KeyTimes
c68d40a4 KeyType
e44b7382 KeyValues
31d46b76 KeyedLingerAcceleration
4dbd1600 KeyedLingerDrag
ecc996b5 KeyedLingerVelocity
f94a08cd Keys
db9ab509 Keystone
ba1810aa KeystoneFrameData
e4fe1a24 KeystoneIcon
452f5007 KeystoneSubstyleIcon
faf78155 Keywords
c178fac7 KeywordsExcluded
47cc1fe9 KeywordsIncluded
14435bb0 KeywordsRequired
6afd17cf KickButton
4174673b KillCalloutBountyColor
86402adf KillCalloutData
20d6fabf KillCalloutsVisibilityKey
72ebc03f KillerIcon
c82fcdcf KillingSpreeCount
dd2fcd42 KilometersAbbreviationTraKey
0a205249 KnockBackIcon
acfd61e7 KnockUpIcon
c09dbcb8 Knockback
297cd14a Knockup
5a46f90c KoreaRatingsIconElement
53162210 KoreanAgeRatingIcon
210a80d4 KoreanWarningText
45304f37 LabPopupHitRegion
f69717fd Label
fbda7624 Label1
df6c5fec Label1TraKey
feda7add Label2
5e18ee95 Label2TraKey
e7da7f6f LabelElement
e338cf28 LabelHoverColor
e70b7d23 LabelTemplate
ca0e79b5 LabelTraKey
bdda148a Labels
6506aa85 Labs
6eea382f Lane
ec94a978 LargeLoadoutsIcon
56a33fe1 LargeSlots
ceee9c73 LargeSquare
ee4fc60b LastItemPadding
df19e51a LastLifeFillMeterColor
6fabb5a9 LastLifeHealthTextColor
c01bb6dd LastMajorChangeMajorPatchVersion
51265c89 LastMajorChangeMinorPatchVersion
971f3f7c LateAugmentGrid
b84bcddc LateAugmentNames
826ee4ed LateAugments
f2fb8359 Latency
109b461a LatencyText
d60f170b LaunchAreaData
07a640f6 Layer
8fb7915f Layers
cac17cff Layout
e21049a6 LayoutGroup
e5e1d1d7 LayoutRegion
fa4c41a0 LayoutStyle
9d5bd447 LayoutType
8cada859 LcuBackgroundTexturePath
49e385de LeaderControls
5dfec065 LeagueClientIconPath
df6bd61c LeagueClientSmallIconPath
455dd17f LeagueClientSplashPath
1c3af8b5 LeagueFlavors
174d75d3 LeagueName
9e8ce60d LeagueRotatingFlavors
810fe019 Leagues
c12996d1 LeashDistance
c4beadc8 LeashRadius
7825ec74 LeaveButton
db3f15ec LeftBlackBar
f221fb31 LeftIcon
f43b8449 LeftIconRegion
af4499c3 LeftManagedLayout
c66d39d3 LeftOffset
2cc9ea0f LeftPhaseIcons
73fd9245 LeftPlayer
1b57cc27 LeftRightWidths
e4620618 LeftScene
a1fb09f0 LeftTextureName
fc2cd44b LeftTop
7e653ca1 LeftValue
6bb10f7a LeftViewPaneDefinition
ff00f33b LeftViewPanelink
bc022424 LegacySimple
2dddbdeb LegacySkin
ecc0e697 LegacyThemeMusicId
4fd5971c LegacyThemeMusicTransitionId
86c9f1fb LegendMagicDamageIcon
77376168 LegendMagicDamageValueText
e12d516d LegendPhysicalDamageIcon
f635596e LegendPhysicalDamageValueText
b9ca2ec0 LegendTrueDamageIcon
93d18371 LegendTrueDamageValueText
9e16840a LegendaryVfx
83d03615 Length
e86a8a2b LerpA
f1157821 LerpTime
b679bbae LerpTimeSeconds
862a54e3 LessThan
f73a559d LetServerDriveTargetPosition
f3f3f7c9 LetterBoxRatio
66bf3576 LetterBoxViewRatio
9b99e7dd Level
39711494 LevelBehaviors
1cd5f428 LevelBoxOverlayAlly
c96c4266 LevelBoxOverlayEnemy
039ed6fc LevelBoxOverlaySelf
28cd6f66 LevelBoxOverlaySelfColorblind
3f9c379d LevelControllerLink
d4ce95ce LevelControllers
071a48dc LevelCount
2067de5d LevelData
9c036cd2 LevelDifferenceExperienceMultiplierPerLevel
10bc0088 LevelDodge
7b0cab18 LevelFiveIcon
3f5fa588 LevelFourIcon
e83ed618 LevelIcon
4afcbc96 LevelOneIcon
9c17d418 LevelPipActive
6e688cf5 LevelPipActiveDefault
955e597a LevelPipActiveHover
00a5528e LevelPipAvailableDefault
0d443b5d LevelPipAvailableHover
8bfa5fe2 LevelPipBonusDefault
9fc3c8e9 LevelPipBonusHover
ebe34313 LevelPipClaimed
60ea4a7e LevelPipCompleteDefault
d05a8fcd LevelPipCompleteHover
24cec4a3 LevelPipDefault
106bef1e LevelScriptFunctionLink
6f20f6ea LevelScriptLink
77acee55 LevelSpellEffectiveness
65e1e746 LevelText
27b27d10 LevelTextActive
017a4bbd LevelTextAvailable
f267aecb LevelTextColorAlly
4d3c5847 LevelTextColorEnemy
a08f8a73 LevelTextColorSelf
40bdcbdd LevelTextColorSelfColorblind
93db2d5d LevelTextComplete
a12187a0 LevelTextHandle
e29c2eca LevelThreeIcon
bbd2ae7e LevelToIconPath
b774f395 LevelTraKey
de9f3f0c LevelTwoIcon
4807a7a6 LevelUpDisplay
c43a3d1f LevelUpDisplayDelaySecs
64c7be41 LevelUpLinks
f30a6eea LevelUpUiData
968c4ad4 LevelUpVfx
8a436b27 LevelUpVfxGroup
a147b6ea Levels
e7c742df Life
d628825f LifeStealAndVamp
5212abee Lifetime
746ce73e LightColor
9ddbf2cf LightColoration
5c6a0e0c LightGridCharacterFullBrightIntensity
6978c513 LightGridCharacterIntensity
7561b09e LightGridFileName
469be1a2 LightGridSize
986a4d5c LightMapColorScale
ea4e5cc8 LightgridBounceFalloffDistance
22d24a9a LightgridOverallScale
2f3b5471 LightgridScaleBounceContribution
bd62ded9 LightingOverride
eb079194 LimitedTournamentPause
6af0a9f6 LineColor
53ca5f65 LineHeightRef
53e09c75 LineMissileDelayDestroyAtEndSeconds
db386b37 LineMissileTimePulseBetweenCollisionSpellHits
5cc5ea61 LineStopsAtEndPosition
1d6ab889 LineWidth
69a31b79 LinearOverlays
b929b43e Linger
df96c96e LingerAcceleration
e9ca82a1 LingerColor
fac5e298 LingerDrag
7d4f3ccc LingerErosionDriveCurve
ac1ebb44 LingerRotation
6861179c LingerRotation0
b2dcc7dc LingerScale
7d8eb884 LingerScale0
098a338d LingerVelocity
af93d663 LinkedBarracks
ed01b2a5 LinkedTraits
ec296e87 LinkedUnits
e9ca9aee Links
0eb2b67e ListDisplayDirection
949930aa ListItemData
6f54bcfa ListName
337b72d4 ListOptionHitAreaElementData
21c9d879 ListOptionTextElementData
121b136b ListsToLoad
a01ab831 LittleLegendIcon
f1125a78 LiveClientDataApi
4102143e LiveUpdate
19d25270 LoadLuaFilesFromWad
be0dceb0 LoadScreenTipConfiguration
63060019 Loadable
554903f4 LoadingIndicator
ae427127 LoadingScreenBackground
e8b7a3b7 LoadingScreenBackgroundOverride
1936bee5 LoadingScreenChallenges
40aaa283 LoadingScreenData
1d998735 LoadingScreenOnly
9c45981b LoadingScreenRegaliaflags
767f5b0c LoadingSpinnerScene
a43dbb68 LoadingSpinnerVfx
5fccadd0 LoadingText
6568130b LoadoutData
78407281 LoadoutScene
8c91139b LoadoutType
46334bc4 LoadoutsButton
88b8380c LoadoutsButtonData
7eae7fdd LoadoutsFrame
57413af1 LoadoutsIcon
815829ff LoadoutsItem
97f7188d Loadscreen
bc8eefad LoadscreenVintage
32c274bd LobbyCloseButton
6096489e LobbyLayouts
d4cfe813 LobbyMusicState
573e7831 LobbyScene
c9b58bf5 LocType
49565da9 LocalExpGivenOnDeath
0dd8fce3 LocalGoldGiven
d943628c LocalGoldGivenOnDeath
10708343 LocalGoldGivenOnLastHit
b5ac73b2 LocalGoldSplitWithLastHitter
eeb5073d LocalPlayer
7c7732a1 LocalPlayerNameColor
5e328c22 LocalPlayerStatusEvents
4b838314 LocalPlayerTitleColor
d368581c LocalThemeMusic
1a9f4554 LocaleName
de214652 LocaleResolutions
2ed25c3a LocaleToOverride
8c9d92f4 LocaleTypes
fbc94a2c LocalizedDescription
7a4d89bb LocalizedFormattingBehavior
081f82f1 LocalizedName
8d7a04b6 LocalizedShortDescription
5a9403be LocalizedTextFormat
0bf5a9a6 Location
f7cb2205 LocationName
eb234cf7 LocationTra
a8ba5a4f Locations
409267ef LocatorBlackboardName
b471dc2a Locators
ef0d7842 Lock
7fb0bd0a LockButton
acb7dded LockDownOffset
1f022f95 LockGroup
b08d628f LockIcon
07b47a94 LockLeftOffset
8d8aade3 LockRightOffset
875144e9 LockText
fab77944 LockUpOffset
e62ef3c5 LockedDefaultIcon
1789de82 LockedHoverIcon
d0fc26f2 LockedIcon
9980070c LockedToEmitter
33b79d3d LogLargePacketGaps
74672198 LogicalParameters
72fdbb19 LogicalParamters
707586e2 LoginData
8d23bfd5 LoginLogoMapping
2dcd2b83 LoginProviderButtonMapping
b11e62a4 LoginProviderButtons
0550d895 LoginQueueData
ed8e521b LoginStrategy
ec47ae37 LogoIcon
128a2d92 LogoLink
c2ecdf53 Long
3f829b60 LongDescriptionTra
a926f992 LookupKey
ddef486b Loop
008a9d44 LoopBlock
b378cb0f LoopDuration
d1958064 LoopTimeAsFraction
7593992d Looping
09aa0736 LootIcon
5c1ba470 LootItem
12cac553 LootItemCountBackground
6d9e0f68 LootItemCountText
dacabc03 LootItemLineElements
36785fb3 LootLineArrowIcon
1b2a8417 LootLineHeaderText
0b71a926 LootLineItemButton
8f597852 LootLineItemDropRateText
22a383b9 LootLineItemGroup
e8b4823e LootLineItemNameText
cfad7b3b LootLineItemSpacing
6e95967d LootTableButton
b1a1f45e LootTableTitleText
42199df3 LootTablelayout
ba383df4 Lore1
bd3842ad Lore2
ffd37604 LosNavGridAccurate
e7347b1a Loss
8dc1f594 LossOfControlType
5a4e1ece LossOfControlValueText
864c2489 LostExpText
88d0d9d9 LostRatingText
80d41754 LowerCardRegion
7d09edbb LowestProjectableHeight
ef60a129 LowestWalkableHeight
3386138c LuaMathExceptionRemoval
ce8769d7 LuaObjectOverrides
898c0cb7 LuaOnMissileUpdateDistanceInterval
3a1171ce LuaScript
2b213e36 LuaVec3ErrorIsError
00758e29 MagicPenetration
87e4a842 MagicRank
b6f318ee MagicResist
c9b71b3d MagicResistBorders
fad4c40b MagicResistIcon
4a1c6359 MagicResistThreshold
d4b01b1e MagicResistThresholds
c772db3b MagicResistanceUpgrade
f21bd022 MagicShieldBar
022e368c MagicalDamage
71e55eed MagicalDamageCritical
655c70a4 MagicalItemsFilterButtonDefinition
58ffa1ba MagmaColoration
47482875 Magnitude
34b17566 MainBannerScene
31dff863 MainBodyText
c2e2a2df MainContentElement
94538f26 MainContentViewPane
31a106d0 MainCutscene
108e8710 MainIconGroup
868e69a1 MainItemBrief
05dd34f6 MainItemIcon
ecb8bd25 MainItemMainText
2f0c1d34 MainItemName
4d302530 MainScene
6b10b242 MainShopSceneHandle
618d7951 MainTextElement
8dfa4318 MainTextTra
20c423da MainTooltipAnchor
cad3c552 MainViewPaneDefinition
3a1aa117 MainViewScene
f99c4ac4 MajorActive
3f17ef8e MajorActiveMythic
29fef316 MakeLowerPriorityEventsObsolete
d997830a Mana
541e7ba7 ManaDamage
0e9d23cc ManaHeal
c271cfd4 ManaUiOverride
90990350 ManagedLayout
dfa2efb1 Map
7066e6ca MapAiPresence
dde8c114 MapContainer
dcd3b0f0 MapContainerLocations
bc687525 MapContainers
b3d1ed04 MapId
58eccfa6 MapInclusions
4c74291f MapLightInfo
16c4756a MapName
d91ebe82 MapNameOverride
16349e22 MapNavigationMesh
c7fe6c2d MapObjectName
d65a78b6 MapObjectSkinId
592ef6c3 MapParticle
1ee02108 MapParticleName
15d4b4a1 MapParticleNames
cc5e808a MapPath
598b82e8 MapPlaceable
9aa017a7 MapPropName
2ed3b95d MapSkins
b73427c1 MapStringId
d7713c7b Margin
58d660b2 MarkedLineSizePx
44bcafc5 MarkedOffsetY
aa05f252 MarksmanItemsFilterButtonDefinition
ba74d8b8 MaskTexture
df7738d1 Mass
2724217e Mastery
dd749512 MasteryBorderLevel4
de7496a5 MasteryBorderLevel5
db7491ec MasteryBorderLevel6
dc74937f MasteryBorderLevel7
1e23331e MasteryData
39276ecd MasteryOnlyDetailsText
8fcb9d6b MasteryOnlyGroup
b06e0dd9 MasteryOnlyIcon
efec1c0d MasteryOnlyTitleText
61d62e88 MasterySideIcon
03ea667a MasterySlot
fb403eda MasteryToBackgroundEffect
9bdfc2c9 MasteryToBackgroundLookup
dd0f7c29 MatchDateText
2b45ede9 MatchFoundText
5938ac8e MatchGrid
d485aee6 MatchHistoryGrid
afdda85a MatchHistoryListScene
b2be4d05 MatchHistoryPlayerTemplate
8e32bc1e MatchHistoryScene
3228d244 MatchHistoryTraitTemplate
fdad6e32 MatchHistoryUnitTemplate
c1e171bf MatchHistoryView
869b2cd5 MatchInfoText
128cfa88 MatchTemplate
ad82afe1 MatchTypeDurationText
674d0562 MatchingCategories
c28279b1 MatchingKey
1936b55e MatchmakingIcon
f4596dad MatchmakingVfx
315f77b5 MatchupHistoryData
a4d7de97 MatchupSlot
d2e4d060 Material
7ac73608 MaterialController
c50d04d7 MaterialDrivers
24725910 MaterialOverride
332b2c86 MaterialOverrideDefinitions
5a94d948 MaterialOverridePriority
6c65a5a3 MaterialSwap
d7a2e319 Max
89eccefc MaxAddedSpeed
64e4f9f9 MaxAdjustedRadius
b1e439af MaxAlpha
72824274 MaxAngle
40656ce7 MaxAngleCos
166e1615 MaxAngleFadeCos
070b4922 MaxAngleRangeFactor
563a1941 MaxArmLength
0b860061 MaxAugmentSlots
d829fd95 MaxBuffDisplayCount
50ef1a22 MaxCompletedItems
e09fa060 MaxCount
427b6d68 MaxDisplayTime
ec63d209 MaxDisplayedEmotes
a8ffcca4 MaxDisplayedPoi
e6915cf6 MaxDistance
75a82d36 MaxDistanceFromCenterOfScreen
b84c30f4 MaxDistanceScale
ec1f44b9 MaxDuration
0472fe83 MaxHpPenaltyBar
622525d7 MaxHpPenaltyDivider
80f63e4f MaxIndex
53d4cc0f MaxInstances
518f49b9 MaxIntervalSec
e93789ab MaxInviteCount
41aa9616 MaxItemSlot
a84930fc MaxJointWeights
9d399b92 MaxLifeTime
6a6341f9 MaxMessages
bb0d33cf MaxNumBlendWeights
f75a1005 MaxNumChoices
0db4c4cf MaxNumberOfMilestonesToShowPerStonePerGame
fcf7c1cc MaxNumberOfUnits
bbd95186 MaxOffset
9ef5b2e0 MaxOffsetDelta
6dcc04ea MaxPartySize
668788d6 MaxPlayCount
a27eeebb MaxPlayerCount
43bcebe6 MaxRange
2acbb00b MaxRangeSizeScalar
b43f812d MaxScale
fb47bef6 MaxSegmentLength
80ba1308 MaxSize
a7e69fc7 MaxSlowDoesntRoot
235a352b MaxSpawnCount
b6234fe7 MaxSpawnLimit
86df0364 MaxSpeed
8ccddbb3 MaxStack
6810ef40 MaxStacks
65b6caa1 MaxTeams
22b6ef5b MaxTotalRolls
03d26b40 MaxUnits
7332c626 MaxValue
d6f82397 MaxViewableQuests
18e4be8d MaxWeight
999b31c4 MaxXVelocity
c7091613 MaxYVelocity
d4c45abf MaximumChatScale
6b8896b6 MaximumDeathRecapScale
58b96400 MaximumGlobalScale
b9fd977c MaximumGlowMod
e7ded34d MaximumHoldTime
2c430c12 MaximumMinimapScale
3f1a9424 MaximumPracticeToolScale
c6fa1b5d MaximumRateByVelocity
60a88bed MaximumSaturation
f48b7975 MaximumScale
ab25c5d9 MaximumShopScale
35afd776 Medium
f91db25d MediumHeight
f61974d2 MeleeResult
160a8b77 MemberGrid
1f681491 MemberTemplate
37e24810 Members
ebd37275 MemoryReportMinimalSet
ccbfc406 MenuCloseButton
c1f16a2a MenuScene
73c8aba4 MenuTitleScene
02d5f962 MenuToggleScene
f010defb MeshCombineRadius
ac61e7aa MeshDisableBackfaceCull
f83ca5b7 MeshName
19bdf4df MeshRenderFlags
af014196 MeshScale
e70e8dd8 MeshSkeletonName
f60835d2 MeshTextureMultName
38344d14 MeshTextureName
24f208e4 Message
5e2ec7c5 MessageAnchor
81821acc MessageAnchorElements
a8c85560 MessageBackground
c1d39c37 MessageBodyText
18bcc27b MessageCount
26c55c2c MessageData
6e341eba MessageDisplayData
c7f057ac MessageDisplayDurationSecs
46ea8d6b MessageDisplayTime
dfeb330c MessageDuration
5d0f9396 MessageDurationSecs
9af2cd8c MessageList
851803c0 MessageRow
38db73ae MessageTemplate
500ae933 MessageText
86a1f9f5 MessageTextHandle
b5d2fb19 MessageTitleText
56cfc9ac MessageTrakey
e75d681f MessageVisibleTime
939e7b29 MetaDataTags
f093e90e MetadataTagToDetect
c5611fe2 Meter
7f4f2109 MeterAllySkin
3f12f491 MeterAvailable
232da21c MeterAvailableIcon
7ce0e090 MeterBonusIcon
04cd2b49 MeterComplete
5734f164 MeterCompleteIcon
1c2f0ac4 MeterCompleteLeft
af3074b1 MeterCompleteRight
3e9d9a6b MeterEasingType
565b05cb MeterElements
2ce07dfb MeterEnemySkin
2bf0ff9f MeterFill
e845a287 MeterFillHealCasted
c49b32ce MeterFillMagicBlocked
f6ccd6f4 MeterFillMagicDealt
08ef885e MeterFillPhysicalBlocked
b30d72e4 MeterFillPhysicalDealt
3578729d MeterFillShieldGranted
013b1ee7 MeterFillTotal
f4cb711d MeterFillTrueBlocked
8ef2dd8b MeterFillTrueDealt
49f68636 MeterFilledButtonFadeInDelay
f78e2f90 MeterFullAnimations
7ac22689 MeterHolderLeft
a2137b2a MeterHolderRight
e115c684 MeterHolderStart
16395028 MeterInnerRing
f8987d77 MeterOuterRing
82d31fb2 MeterScene
4b9fa32c MeterSkins
b86ba22a MeterTransitionTimeSecs
146df6f0 MeterVanishAnim
fd7c73b7 MetersAbbreviationTraKey
75f3e00b MetersPanel
f0e72c76 Metrics
16fdee90 MicVolumeSliderBar
2a96f3b9 MicVolumeText
61e47ab2 MicroTick
82b638b9 MicroTickPerStandardTickData
